claim_title,claim_desc,impact_domain,domain_definition,advanced_characteristic,score,evidence_note,assessment_type,vector_category,dataset_version,assessment_date,threat_vector_id
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Security Integrity,Assessment of threat impact on security integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,310
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Democratic Integrity,Assessment of threat impact on democratic integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,311
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Economic Integrity,Assessment of threat impact on economic integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,312
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Cultural Integrity,Assessment of threat impact on cultural integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,313
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Educational Integrity,Assessment of threat impact on educational integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,314
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Scientific Integrity,Assessment of threat impact on scientific integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,315
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Institutional Integrity,Assessment of threat impact on institutional integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,316
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Legal Integrity,Assessment of threat impact on legal integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,317
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Ethical Integrity,Assessment of threat impact on ethical integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,318
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Environmental Integrity,Assessment of threat impact on environmental integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,319
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Technological Integrity,Assessment of threat impact on technological integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,320
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Communication Integrity,Assessment of threat impact on communication integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,321
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Memory Integrity,Assessment of threat impact on memory integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,322
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Identity Integrity,Assessment of threat impact on identity integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,323
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Autonomy Integrity,Assessment of threat impact on autonomy integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,324
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Trust Integrity,Assessment of threat impact on trust integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,325
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Transparency Integrity,Assessment of threat impact on transparency integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,326
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Accountability Integrity,Assessment of threat impact on accountability integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,327
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Human Dignity Integrity,Assessment of threat impact on human dignity integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,328
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Future Integrity,Assessment of threat impact on future integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,329
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Global Integrity,Assessment of threat impact on global integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,330
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Evolutionary Integrity,Assessment of threat impact on evolutionary integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,331
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Existential Integrity,Assessment of threat impact on existential integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,332
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Consciousness Integrity,Assessment of threat impact on consciousness integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,333
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Reality Integrity,Assessment of threat impact on reality integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,334
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,,,Stealth Factor,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,335
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,,,Cascade Potential,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,336
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,,,Adaptation Rate,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,337
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,,,Dependency Creation,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,338
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,,,Identity Subversion,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,339
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,,,Reality Distortion,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,340
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,,,Social Fragmentation,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,341
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,,,Institutional Erosion,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,342
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,,,Democratic Threat,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,343
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,,,Civilizational Risk,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,344
